id,data_criacao,cliente,vendedor,servico,etapa,valor,origem,data_fechamento,motivo_perda
OP-00654,2024-02-08,Lead 00654,Ana Silva,BPO RH,Prospecção,10097,Orgânico,2026-12-31,N/A
OP-00655,2024-04-26,Lead 00655,Bruna Rocha,Legalização,Proposta,35629,Google Ads,2026-12-31,N/A
OP-00656,2024-02-16,Lead 00656,Bruna Rocha,Legalização,Fechado Ganho,16860,Google Ads,2024-02-07,N/A
OP-00657,2024-09-14,Lead 00657,João Oliveira,Legalização,Qualificação,10725,Outro,2026-12-31,N/A
OP-00658,2024-05-26,Lead 00658,Mariana Lima,Certificado Digital,Proposta,11471,Facebook,2026-12-31,N/A
OP-00659,2024-03-15,Lead 00659,Pedro Costa,BPO RH,Fechado Ganho,20496,Google Ads,2024-08-14,N/A
OP-00660,2024-08-04,Lead 00660,Carlos Souza,BPO RH,Negociação,26432,Evento,2026-12-31,N/A
OP-00661,2024-11-06,Lead 00661,Bruna Rocha,Legalização,Fechado Perdido,28462,Orgânico,2024-05-20,Concorrente
OP-00662,2024-07-03,Lead 00662,Ana Silva,Certificado Digital,Qualificação,11988,Outro,2026-12-31,N/A
OP-00663,2024-01-12,Lead 00663,João Oliveira,Contabilidade,Prospecção,18178,Orgânico,2026-12-31,N/A
OP-00664,2024-08-12,Lead 00664,Carlos Souza,BPO Financeiro,Proposta,3224,LinkedIn,2026-12-31,N/A
OP-00665,2024-01-04,Lead 00665,Bruna Rocha,Certificado Digital,Proposta,27474,Facebook,2026-12-31,N/A
OP-00666,2024-12-05,Lead 00666,Ana Silva,Certificado Digital,Negociação,31963,Evento,2026-12-31,N/A
OP-00667,2024-06-24,Lead 00667,João Oliveira,Certificado Digital,Fechado Perdido,15314,Facebook,2024-06-10,Concorrente
OP-00668,2024-05-21,Lead 00668,Ana Silva,Legalização,Negociação,18375,Facebook,2026-12-31,N/A
OP-00669,2024-05-28,Lead 00669,João Oliveira,BPO Financeiro,Qualificação,3993,Google Ads,2026-12-31,N/A
OP-00670,2024-05-07,Lead 00670,João Oliveira,Tributário,Prospecção,20780,Instagram,2026-12-31,N/A
OP-00671,2024-10-07,Lead 00671,Mariana Lima,BPO Financeiro,Prospecção,14435,LinkedIn,2026-12-31,N/A
OP-00672,2024-07-13,Lead 00672,Mariana Lima,Contabilidade,Prospecção,19180,Instagram,2026-12-31,N/A
OP-00673,2024-10-17,Lead 00673,Carlos Souza,Tributário,Negociação,36593,Outro,2026-12-31,N/A
OP-00674,2024-04-20,Lead 00674,Bruna Rocha,BPO Financeiro,Qualificação,15479,LinkedIn,2026-12-31,N/A
OP-00675,2024-07-17,Lead 00675,Mariana Lima,Certificado Digital,Negociação,27573,Indicação,2026-12-31,N/A
OP-00676,2024-06-01,Lead 00676,João Oliveira,Certificado Digital,Fechado Perdido,11074,Orgânico,2024-01-16,Timing
OP-00677,2024-11-26,Lead 00677,João Oliveira,Tributário,Fechado Perdido,37840,Google Ads,2024-12-24,Sem fit
OP-00678,2024-05-05,Lead 00678,Pedro Costa,BPO Financeiro,Negociação,9243,Outro,2026-12-31,N/A
OP-00679,2024-11-01,Lead 00679,Bruna Rocha,Legalização,Fechado Perdido,33302,LinkedIn,2024-08-15,Preço
OP-00680,2024-04-27,Lead 00680,Bruna Rocha,Tributário,Qualificação,20821,Outro,2026-12-31,N/A
OP-00681,2024-05-07,Lead 00681,Mariana Lima,BPO RH,Fechado Ganho,30513,Evento,2024-12-02,N/A
OP-00682,2024-08-11,Lead 00682,Bruna Rocha,Certificado Digital,Qualificação,14736,Orgânico,2026-12-31,N/A
OP-00683,2024-12-28,Lead 00683,João Oliveira,Tributário,Fechado Ganho,18305,Google Ads,2024-05-19,N/A
OP-00684,2024-05-12,Lead 00684,Ana Silva,BPO Financeiro,Fechado Ganho,10571,Orgânico,2024-05-13,N/A
OP-00685,2024-09-21,Lead 00685,Ana Silva,Tributário,Fechado Perdido,13977,Orgânico,2024-08-28,Concorrente
OP-00686,2024-06-05,Lead 00686,Bruna Rocha,Certificado Digital,Negociação,22687,Instagram,2026-12-31,N/A
OP-00687,2024-10-26,Lead 00687,Bruna Rocha,Tributário,Prospecção,4049,Orgânico,2026-12-31,N/A
OP-00688,2024-07-01,Lead 00688,Pedro Costa,BPO Financeiro,Fechado Ganho,7894,Facebook,2024-12-21,N/A
OP-00689,2024-12-12,Lead 00689,Carlos Souza,Tributário,Qualificação,20782,Instagram,2026-12-31,N/A
OP-00690,2024-03-27,Lead 00690,Carlos Souza,Certificado Digital,Fechado Ganho,38828,Instagram,2024-06-02,N/A
OP-00691,2024-07-27,Lead 00691,Bruna Rocha,Legalização,Fechado Ganho,7695,Orgânico,2024-07-06,N/A
OP-00692,2024-02-27,Lead 00692,João Oliveira,Contabilidade,Proposta,38313,Instagram,2026-12-31,N/A
OP-00693,2024-08-20,Lead 00693,Mariana Lima,BPO Financeiro,Prospecção,39540,LinkedIn,2026-12-31,N/A
OP-00694,2024-03-09,Lead 00694,Mariana Lima,BPO Financeiro,Negociação,24825,Indicação,2026-12-31,N/A
OP-00695,2024-12-18,Lead 00695,Bruna Rocha,Contabilidade,Proposta,14762,Facebook,2026-12-31,N/A
OP-00696,2024-07-12,Lead 00696,João Oliveira,Legalização,Qualificação,12404,Google Ads,2026-12-31,N/A
OP-00697,2024-11-12,Lead 00697,Ana Silva,Certificado Digital,Fechado Ganho,5346,LinkedIn,2024-12-26,N/A
OP-00698,2024-01-22,Lead 00698,Ana Silva,Certificado Digital,Fechado Perdido,25105,Indicação,2024-03-10,N/A
OP-00699,2024-07-13,Lead 00699,Ana Silva,Tributário,Fechado Ganho,17998,Evento,2024-11-01,N/A
OP-00700,2024-06-10,Lead 00700,Bruna Rocha,Contabilidade,Fechado Perdido,24417,Facebook,2024-08-07,N/A
OP-00701,2024-08-15,Lead 00701,Bruna Rocha,Legalização,Fechado Perdido,16244,Outro,2024-08-11,Concorrente
OP-00702,2024-10-02,Lead 00702,Carlos Souza,Tributário,Fechado Ganho,3369,Instagram,2024-04-23,N/A
OP-00703,2024-02-17,Lead 00703,Mariana Lima,Contabilidade,Proposta,11169,Google Ads,2026-12-31,N/A
OP-00704,2024-07-25,Lead 00704,Pedro Costa,BPO RH,Fechado Ganho,37940,Orgânico,2024-06-27,N/A
OP-00705,2024-05-08,Lead 00705,Pedro Costa,Contabilidade,Fechado Perdido,22062,Instagram,2024-11-04,Sem fit
OP-00706,2024-07-24,Lead 00706,Bruna Rocha,BPO RH,Fechado Ganho,29682,Orgânico,2024-12-28,N/A
OP-00707,2024-07-03,Lead 00707,Bruna Rocha,Contabilidade,Fechado Ganho,18387,Evento,2024-11-09,N/A
OP-00708,2024-08-14,Lead 00708,Carlos Souza,BPO RH,Negociação,21945,Evento,2026-12-31,N/A
OP-00709,2024-01-09,Lead 00709,Bruna Rocha,BPO Financeiro,Proposta,8311,Evento,2026-12-31,N/A
OP-00710,2024-01-26,Lead 00710,Carlos Souza,BPO Financeiro,Prospecção,13722,Orgânico,2026-12-31,N/A
OP-00711,2024-08-03,Lead 00711,Carlos Souza,BPO Financeiro,Qualificação,6002,Google Ads,2026-12-31,N/A
OP-00712,2024-03-23,Lead 00712,Mariana Lima,Tributário,Qualificação,16360,Orgânico,2026-12-31,N/A
OP-00713,2024-04-18,Lead 00713,Pedro Costa,BPO Financeiro,Qualificação,2257,Facebook,2026-12-31,N/A
OP-00714,2024-01-27,Lead 00714,Pedro Costa,Contabilidade,Fechado Perdido,33668,Instagram,2024-03-25,Preço
OP-00715,2024-08-02,Lead 00715,Bruna Rocha,BPO Financeiro,Fechado Perdido,12751,Evento,2024-08-15,Concorrente
OP-00716,2024-03-27,Lead 00716,Carlos Souza,BPO Financeiro,Qualificação,6854,Facebook,2026-12-31,N/A
OP-00717,2024-05-27,Lead 00717,Pedro Costa,BPO RH,Proposta,33556,Outro,2026-12-31,N/A
OP-00718,2024-05-28,Lead 00718,Pedro Costa,BPO Financeiro,Prospecção,23787,LinkedIn,2026-12-31,N/A
OP-00719,2024-08-12,Lead 00719,Carlos Souza,BPO Financeiro,Fechado Perdido,8932,Facebook,2024-02-19,Preço
OP-00720,2024-03-12,Lead 00720,João Oliveira,BPO Financeiro,Qualificação,23366,Instagram,2026-12-31,N/A
OP-00721,2024-02-05,Lead 00721,Pedro Costa,BPO Financeiro,Prospecção,35898,Google Ads,2026-12-31,N/A
OP-00722,2024-01-04,Lead 00722,Carlos Souza,BPO Financeiro,Proposta,3361,Facebook,2026-12-31,N/A
OP-00723,2024-12-04,Lead 00723,Ana Silva,BPO Financeiro,Negociação,31665,Outro,2026-12-31,N/A
OP-00724,2024-06-09,Lead 00724,Carlos Souza,Contabilidade,Prospecção,21743,LinkedIn,2026-12-31,N/A
OP-00725,2024-03-01,Lead 00725,Pedro Costa,Legalização,Negociação,28669,Outro,2026-12-31,N/A
OP-00726,2024-04-12,Lead 00726,Carlos Souza,Legalização,Fechado Ganho,31711,Evento,2024-04-07,N/A
OP-00727,2024-06-25,Lead 00727,Pedro Costa,BPO RH,Prospecção,20821,Evento,2026-12-31,N/A
OP-00728,2024-01-25,Lead 00728,João Oliveira,Contabilidade,Fechado Ganho,2661,Outro,2024-05-22,N/A
OP-00729,2024-11-01,Lead 00729,Pedro Costa,Certificado Digital,Prospecção,4230,Instagram,2026-12-31,N/A
OP-00730,2024-11-25,Lead 00730,Carlos Souza,BPO Financeiro,Prospecção,17913,Google Ads,2026-12-31,N/A
OP-00731,2024-09-23,Lead 00731,Bruna Rocha,BPO Financeiro,Prospecção,25314,Outro,2026-12-31,N/A
OP-00732,2024-12-18,Lead 00732,Carlos Souza,BPO RH,Qualificação,29272,LinkedIn,2026-12-31,N/A
OP-00733,2024-09-27,Lead 00733,Carlos Souza,BPO RH,Prospecção,27284,LinkedIn,2026-12-31,N/A
OP-00734,2024-02-21,Lead 00734,Mariana Lima,Legalização,Proposta,12827,Indicação,2026-12-31,N/A
OP-00735,2024-01-22,Lead 00735,Mariana Lima,Contabilidade,Fechado Perdido,15693,LinkedIn,2024-06-21,Concorrente
OP-00736,2024-07-10,Lead 00736,Mariana Lima,Contabilidade,Fechado Ganho,36365,Google Ads,2024-08-17,N/A
OP-00737,2024-05-18,Lead 00737,Carlos Souza,Contabilidade,Fechado Perdido,34032,Google Ads,2024-04-27,Sem fit
OP-00738,2024-09-22,Lead 00738,Carlos Souza,BPO RH,Fechado Perdido,17313,Instagram,2024-06-09,Sem fit
OP-00739,2024-09-26,Lead 00739,Ana Silva,Certificado Digital,Negociação,9527,LinkedIn,2026-12-31,N/A
OP-00740,2024-01-25,Lead 00740,Bruna Rocha,Contabilidade,Proposta,38605,Google Ads,2026-12-31,N/A
OP-00741,2024-08-28,Lead 00741,Mariana Lima,Contabilidade,Fechado Ganho,16823,Indicação,2024-05-01,N/A
OP-00742,2024-08-10,Lead 00742,Ana Silva,Tributário,Fechado Ganho,28701,Facebook,2024-04-07,N/A
OP-00743,2024-06-18,Lead 00743,Mariana Lima,Legalização,Qualificação,23977,Google Ads,2026-12-31,N/A
OP-00744,2024-11-16,Lead 00744,Pedro Costa,Legalização,Fechado Ganho,16733,Indicação,2024-12-21,N/A
OP-00745,2024-06-21,Lead 00745,João Oliveira,BPO RH,Fechado Perdido,26447,Google Ads,2024-01-16,Timing
OP-00746,2024-02-17,Lead 00746,Carlos Souza,Tributário,Fechado Ganho,26529,Facebook,2024-12-15,N/A
OP-00747,2024-06-19,Lead 00747,Ana Silva,Legalização,Proposta,29597,Evento,2026-12-31,N/A
OP-00748,2024-09-14,Lead 00748,Pedro Costa,BPO Financeiro,Prospecção,6827,Orgânico,2026-12-31,N/A
OP-00749,2024-01-05,Lead 00749,Bruna Rocha,Contabilidade,Negociação,10259,Evento,2026-12-31,N/A
OP-00750,2024-09-11,Lead 00750,Carlos Souza,Certificado Digital,Fechado Perdido,28212,Evento,2024-11-18,N/A
OP-00751,2024-12-07,Lead 00751,Mariana Lima,BPO Financeiro,Proposta,19949,Evento,2026-12-31,N/A
OP-00752,2024-05-18,Lead 00752,Carlos Souza,Certificado Digital,Proposta,7668,Indicação,2026-12-31,N/A
OP-00753,2024-05-28,Lead 00753,Pedro Costa,Contabilidade,Proposta,3311,LinkedIn,2026-12-31,N/A
OP-00754,2024-08-07,Lead 00754,Bruna Rocha,BPO Financeiro,Proposta,6533,Google Ads,2026-12-31,N/A
OP-00755,2024-10-26,Lead 00755,João Oliveira,Contabilidade,Qualificação,31513,Evento,2026-12-31,N/A
OP-00756,2024-10-09,Lead 00756,Pedro Costa,BPO Financeiro,Negociação,35779,Instagram,2026-12-31,N/A
OP-00757,2024-07-19,Lead 00757,João Oliveira,Certificado Digital,Negociação,10223,Indicação,2026-12-31,N/A
OP-00758,2024-04-19,Lead 00758,Pedro Costa,BPO RH,Fechado Perdido,40532,Indicação,2024-04-21,Timing
OP-00759,2024-04-10,Lead 00759,João Oliveira,BPO Financeiro,Qualificação,22105,Instagram,2026-12-31,N/A
OP-00760,2024-12-18,Lead 00760,Mariana Lima,BPO Financeiro,Qualificação,1279,Orgânico,2026-12-31,N/A
OP-00761,2024-04-09,Lead 00761,Ana Silva,Certificado Digital,Prospecção,29189,LinkedIn,2026-12-31,N/A
OP-00762,2024-05-09,Lead 00762,Ana Silva,BPO RH,Fechado Ganho,30229,Google Ads,2024-03-13,N/A
OP-00763,2024-10-27,Lead 00763,João Oliveira,Contabilidade,Negociação,38275,Outro,2026-12-31,N/A
OP-00764,2024-10-26,Lead 00764,Carlos Souza,Tributário,Fechado Perdido,20534,Instagram,2024-05-08,Preço
OP-00765,2024-11-17,Lead 00765,Bruna Rocha,BPO RH,Prospecção,7645,Indicação,2026-12-31,N/A
OP-00766,2024-10-16,Lead 00766,Mariana Lima,BPO Financeiro,Negociação,11681,Instagram,2026-12-31,N/A
OP-00767,2024-01-28,Lead 00767,Carlos Souza,Certificado Digital,Fechado Perdido,18325,Orgânico,2024-07-20,Preço
OP-00768,2024-08-18,Lead 00768,Ana Silva,Contabilidade,Negociação,3093,LinkedIn,2026-12-31,N/A
OP-00769,2024-05-16,Lead 00769,João Oliveira,Tributário,Fechado Ganho,17995,Evento,2024-04-24,N/A
OP-00770,2024-06-07,Lead 00770,João Oliveira,Contabilidade,Proposta,17120,LinkedIn,2026-12-31,N/A
OP-00771,2024-07-24,Lead 00771,Mariana Lima,Certificado Digital,Prospecção,10476,LinkedIn,2026-12-31,N/A
OP-00772,2024-06-05,Lead 00772,Carlos Souza,BPO RH,Qualificação,31532,Orgânico,2026-12-31,N/A
OP-00773,2024-07-05,Lead 00773,Pedro Costa,BPO RH,Fechado Perdido,23002,Facebook,2024-10-19,Sem fit
OP-00774,2024-08-21,Lead 00774,Bruna Rocha,BPO RH,Qualificação,38787,Evento,2026-12-31,N/A
OP-00775,2024-11-14,Lead 00775,Pedro Costa,Certificado Digital,Fechado Perdido,28574,Indicação,2024-12-12,Concorrente
OP-00776,2024-10-06,Lead 00776,Ana Silva,Legalização,Negociação,4623,Facebook,2026-12-31,N/A
OP-00777,2024-04-25,Lead 00777,Carlos Souza,BPO Financeiro,Qualificação,30934,LinkedIn,2026-12-31,N/A
OP-00778,2024-03-13,Lead 00778,Ana Silva,BPO RH,Fechado Ganho,35104,Evento,2024-11-11,N/A
OP-00779,2024-05-22,Lead 00779,Pedro Costa,Tributário,Fechado Ganho,8534,Outro,2024-06-11,N/A
OP-00780,2024-04-23,Lead 00780,Carlos Souza,Legalização,Negociação,22159,Google Ads,2026-12-31,N/A
OP-00781,2024-08-09,Lead 00781,Ana Silva,BPO Financeiro,Prospecção,30122,Outro,2026-12-31,N/A
OP-00782,2024-08-17,Lead 00782,Ana Silva,BPO RH,Fechado Ganho,5289,Indicação,2024-10-23,N/A
OP-00783,2024-06-16,Lead 00783,João Oliveira,Certificado Digital,Negociação,40769,LinkedIn,2026-12-31,N/A
OP-00784,2024-07-24,Lead 00784,Bruna Rocha,Contabilidade,Fechado Perdido,40127,LinkedIn,2024-05-13,Sem fit
OP-00785,2024-04-16,Lead 00785,Pedro Costa,Legalização,Proposta,9388,Orgânico,2026-12-31,N/A
OP-00786,2024-06-05,Lead 00786,João Oliveira,Legalização,Fechado Perdido,16732,LinkedIn,2024-11-16,N/A
OP-00787,2024-06-25,Lead 00787,João Oliveira,Tributário,Fechado Ganho,28942,Orgânico,2024-03-06,N/A
OP-00788,2024-10-01,Lead 00788,Ana Silva,Legalização,Negociação,28916,Indicação,2026-12-31,N/A
OP-00789,2024-07-25,Lead 00789,Pedro Costa,BPO RH,Prospecção,22493,Orgânico,2026-12-31,N/A
OP-00790,2024-05-27,Lead 00790,Mariana Lima,BPO RH,Fechado Ganho,24558,Google Ads,2024-09-12,N/A
OP-00791,2024-11-17,Lead 00791,Carlos Souza,Contabilidade,Fechado Ganho,34382,Indicação,2024-12-15,N/A
OP-00792,2024-01-23,Lead 00792,João Oliveira,BPO Financeiro,Fechado Ganho,34725,Outro,2024-10-09,N/A
OP-00793,2024-05-18,Lead 00793,Pedro Costa,BPO Financeiro,Fechado Ganho,24038,Instagram,2024-11-18,N/A
OP-00794,2024-05-01,Lead 00794,Carlos Souza,Contabilidade,Fechado Ganho,10846,Orgânico,2024-11-22,N/A
OP-00795,2024-11-06,Lead 00795,Mariana Lima,Tributário,Qualificação,7740,Evento,2026-12-31,N/A
OP-00796,2024-10-23,Lead 00796,Pedro Costa,Contabilidade,Qualificação,33005,Instagram,2026-12-31,N/A
OP-00797,2024-08-23,Lead 00797,Pedro Costa,Contabilidade,Negociação,24302,Instagram,2026-12-31,N/A
OP-00798,2024-09-11,Lead 00798,Carlos Souza,Contabilidade,Qualificação,32533,Google Ads,2026-12-31,N/A
OP-00799,2024-06-28,Lead 00799,João Oliveira,Legalização,Prospecção,16499,Google Ads,2026-12-31,N/A
OP-00800,2024-09-02,Lead 00800,Bruna Rocha,Legalização,Fechado Ganho,10805,Instagram,2024-01-09,N/A
OP-00801,2024-07-23,Lead 00801,Mariana Lima,Legalização,Fechado Ganho,18426,Indicação,2024-08-26,N/A
OP-00802,2024-06-04,Lead 00802,Pedro Costa,BPO RH,Prospecção,15368,Evento,2026-12-31,N/A
OP-00803,2024-03-25,Lead 00803,João Oliveira,BPO RH,Negociação,6828,Evento,2026-12-31,N/A
OP-00804,2024-09-14,Lead 00804,João Oliveira,BPO Financeiro,Qualificação,31639,Evento,2026-12-31,N/A
OP-00805,2024-08-21,Lead 00805,Carlos Souza,Tributário,Fechado Perdido,25075,LinkedIn,2024-06-03,Sem fit
OP-00806,2024-12-16,Lead 00806,Mariana Lima,BPO Financeiro,Qualificação,15226,Facebook,2026-12-31,N/A
OP-00807,2024-04-03,Lead 00807,Ana Silva,BPO RH,Negociação,12973,Facebook,2026-12-31,N/A
OP-00808,2024-07-22,Lead 00808,Ana Silva,Contabilidade,Fechado Ganho,9832,Facebook,2024-05-03,N/A
OP-00809,2024-06-10,Lead 00809,Carlos Souza,BPO Financeiro,Proposta,24986,Orgânico,2026-12-31,N/A
OP-00810,2024-01-23,Lead 00810,João Oliveira,Legalização,Qualificação,18246,Indicação,2026-12-31,N/A
OP-00811,2024-06-19,Lead 00811,Ana Silva,Contabilidade,Qualificação,29859,LinkedIn,2026-12-31,N/A
OP-00812,2024-08-18,Lead 00812,Ana Silva,Tributário,Qualificação,33559,LinkedIn,2026-12-31,N/A
OP-00813,2024-12-05,Lead 00813,Ana Silva,Contabilidade,Fechado Perdido,28463,Indicação,2024-07-09,Preço
OP-00814,2024-01-14,Lead 00814,Bruna Rocha,Certificado Digital,Qualificação,33092,Instagram,2026-12-31,N/A
OP-00815,2024-11-08,Lead 00815,Bruna Rocha,Tributário,Proposta,22189,LinkedIn,2026-12-31,N/A
OP-00816,2024-01-21,Lead 00816,Pedro Costa,Legalização,Fechado Perdido,33111,Orgânico,2024-07-19,N/A
OP-00817,2024-05-02,Lead 00817,Carlos Souza,Certificado Digital,Negociação,12056,Instagram,2026-12-31,N/A
OP-00818,2024-02-23,Lead 00818,Mariana Lima,BPO Financeiro,Fechado Ganho,838,Outro,2024-05-08,N/A
OP-00819,2024-01-22,Lead 00819,Bruna Rocha,Contabilidade,Fechado Perdido,28393,Google Ads,2024-05-03,Concorrente
OP-00820,2024-12-22,Lead 00820,Mariana Lima,BPO Financeiro,Fechado Ganho,27503,Google Ads,2024-10-13,N/A
OP-00821,2024-02-19,Lead 00821,Pedro Costa,Legalização,Prospecção,6910,Facebook,2026-12-31,N/A
OP-00822,2024-11-25,Lead 00822,Pedro Costa,Tributário,Proposta,2345,Facebook,2026-12-31,N/A
OP-00823,2024-11-27,Lead 00823,Ana Silva,Tributário,Proposta,15378,Orgânico,2026-12-31,N/A
OP-00824,2024-05-12,Lead 00824,Carlos Souza,Legalização,Qualificação,8362,Instagram,2026-12-31,N/A
OP-00825,2024-08-01,Lead 00825,Ana Silva,Legalização,Fechado Perdido,32950,Outro,2024-03-06,N/A
OP-00826,2024-10-04,Lead 00826,Pedro Costa,Tributário,Negociação,36230,Evento,2026-12-31,N/A
OP-00827,2024-08-03,Lead 00827,Carlos Souza,BPO Financeiro,Negociação,34627,LinkedIn,2026-12-31,N/A
OP-00828,2024-10-10,Lead 00828,João Oliveira,Tributário,Prospecção,21414,Instagram,2026-12-31,N/A
OP-00829,2024-12-14,Lead 00829,João Oliveira,BPO RH,Fechado Perdido,37966,Google Ads,2024-10-19,Concorrente
OP-00830,2024-02-26,Lead 00830,Carlos Souza,Certificado Digital,Fechado Ganho,19031,Indicação,2024-05-28,N/A
OP-00831,2024-08-06,Lead 00831,Bruna Rocha,Tributário,Qualificação,26446,Facebook,2026-12-31,N/A
OP-00832,2024-02-23,Lead 00832,Pedro Costa,Tributário,Proposta,22009,Google Ads,2026-12-31,N/A
OP-00833,2024-08-11,Lead 00833,Bruna Rocha,Contabilidade,Fechado Perdido,36976,Outro,2024-11-26,Timing
OP-00834,2024-11-04,Lead 00834,Mariana Lima,Certificado Digital,Negociação,15711,LinkedIn,2026-12-31,N/A
OP-00835,2024-11-03,Lead 00835,Bruna Rocha,BPO Financeiro,Negociação,3408,Outro,2026-12-31,N/A
OP-00836,2024-08-07,Lead 00836,Ana Silva,Legalização,Proposta,16671,Evento,2026-12-31,N/A
OP-00837,2024-10-03,Lead 00837,João Oliveira,Legalização,Qualificação,26391,Indicação,2026-12-31,N/A
OP-00838,2024-06-18,Lead 00838,João Oliveira,Contabilidade,Qualificação,39737,LinkedIn,2026-12-31,N/A
OP-00839,2024-02-05,Lead 00839,Bruna Rocha,BPO RH,Negociação,33531,Instagram,2026-12-31,N/A
OP-00840,2024-02-24,Lead 00840,Carlos Souza,BPO Financeiro,Proposta,20261,Indicação,2026-12-31,N/A
OP-00841,2024-10-05,Lead 00841,Mariana Lima,Legalização,Fechado Perdido,28651,LinkedIn,2024-05-12,N/A
OP-00842,2024-10-02,Lead 00842,Ana Silva,Tributário,Prospecção,6609,Evento,2026-12-31,N/A
OP-00843,2024-10-18,Lead 00843,Pedro Costa,Certificado Digital,Fechado Ganho,7752,Orgânico,2024-12-06,N/A
OP-00844,2024-01-19,Lead 00844,Bruna Rocha,Contabilidade,Qualificação,39023,Evento,2026-12-31,N/A
OP-00845,2024-06-06,Lead 00845,João Oliveira,Certificado Digital,Negociação,27526,LinkedIn,2026-12-31,N/A
OP-00846,2024-02-17,Lead 00846,Bruna Rocha,Contabilidade,Fechado Ganho,23468,Facebook,2024-11-06,N/A
OP-00847,2024-05-07,Lead 00847,João Oliveira,BPO RH,Qualificação,27395,Outro,2026-12-31,N/A
OP-00848,2024-07-05,Lead 00848,João Oliveira,Legalização,Fechado Perdido,25248,Orgânico,2024-04-01,Timing
OP-00849,2024-07-14,Lead 00849,Bruna Rocha,Legalização,Prospecção,36177,Google Ads,2026-12-31,N/A
OP-00850,2024-03-03,Lead 00850,Carlos Souza,Certificado Digital,Negociação,13659,Google Ads,2026-12-31,N/A
OP-00851,2024-10-05,Lead 00851,Pedro Costa,Certificado Digital,Fechado Ganho,29162,Instagram,2024-11-15,N/A
OP-00852,2024-08-26,Lead 00852,Mariana Lima,BPO RH,Fechado Perdido,27415,Orgânico,2024-11-24,N/A
OP-00853,2024-02-03,Lead 00853,Bruna Rocha,Certificado Digital,Proposta,11416,Google Ads,2026-12-31,N/A
OP-00854,2024-07-24,Lead 00854,Carlos Souza,BPO Financeiro,Fechado Ganho,19393,Evento,2024-04-28,N/A
OP-00855,2024-03-12,Lead 00855,Pedro Costa,Certificado Digital,Qualificação,38608,Evento,2026-12-31,N/A
OP-00856,2024-06-13,Lead 00856,Mariana Lima,Contabilidade,Fechado Ganho,28689,Outro,2024-08-13,N/A
OP-00857,2024-12-01,Lead 00857,Mariana Lima,BPO RH,Qualificação,5006,Outro,2026-12-31,N/A
OP-00858,2024-11-26,Lead 00858,Bruna Rocha,Tributário,Proposta,8568,Google Ads,2026-12-31,N/A
OP-00859,2024-09-18,Lead 00859,Ana Silva,Contabilidade,Prospecção,19985,Orgânico,2026-12-31,N/A
OP-00860,2024-06-14,Lead 00860,Carlos Souza,Contabilidade,Qualificação,25679,Evento,2026-12-31,N/A
OP-00861,2024-10-13,Lead 00861,Bruna Rocha,Tributário,Negociação,20597,Instagram,2026-12-31,N/A
OP-00862,2024-01-14,Lead 00862,Pedro Costa,Contabilidade,Negociação,4825,Google Ads,2026-12-31,N/A
OP-00863,2024-08-11,Lead 00863,Bruna Rocha,Certificado Digital,Negociação,34076,Outro,2026-12-31,N/A
OP-00864,2024-05-27,Lead 00864,Pedro Costa,BPO Financeiro,Prospecção,31613,Facebook,2026-12-31,N/A
OP-00865,2024-11-18,Lead 00865,João Oliveira,Certificado Digital,Negociação,2598,Orgânico,2026-12-31,N/A
OP-00866,2024-06-28,Lead 00866,Pedro Costa,Tributário,Proposta,31750,Google Ads,2026-12-31,N/A
OP-00867,2024-08-08,Lead 00867,João Oliveira,Tributário,Proposta,2006,Indicação,2026-12-31,N/A
OP-00868,2024-07-24,Lead 00868,Carlos Souza,BPO RH,Fechado Perdido,2516,Instagram,2024-01-21,Sem fit
OP-00869,2024-12-11,Lead 00869,Bruna Rocha,BPO Financeiro,Qualificação,8465,Instagram,2026-12-31,N/A
OP-00870,2024-11-12,Lead 00870,Carlos Souza,BPO Financeiro,Fechado Ganho,31597,Orgânico,2024-02-08,N/A
OP-00871,2024-08-22,Lead 00871,Bruna Rocha,Certificado Digital,Fechado Perdido,24513,Facebook,2024-02-25,Concorrente
OP-00872,2024-09-11,Lead 00872,João Oliveira,Contabilidade,Negociação,31967,Orgânico,2026-12-31,N/A
OP-00873,2024-02-05,Lead 00873,Ana Silva,Tributário,Proposta,34737,Google Ads,2026-12-31,N/A
OP-00874,2024-10-05,Lead 00874,Carlos Souza,Contabilidade,Fechado Perdido,33030,Orgânico,2024-12-08,N/A
OP-00875,2024-05-17,Lead 00875,Ana Silva,Tributário,Proposta,4281,Facebook,2026-12-31,N/A
OP-00876,2024-08-07,Lead 00876,Carlos Souza,Certificado Digital,Negociação,29232,Indicação,2026-12-31,N/A
OP-00877,2024-09-13,Lead 00877,Ana Silva,Tributário,Fechado Perdido,15297,Instagram,2024-06-05,Preço
OP-00878,2024-07-15,Lead 00878,Pedro Costa,Tributário,Prospecção,14846,Orgânico,2026-12-31,N/A
OP-00879,2024-02-22,Lead 00879,Carlos Souza,BPO Financeiro,Negociação,36723,Evento,2026-12-31,N/A
OP-00880,2024-03-23,Lead 00880,João Oliveira,BPO Financeiro,Qualificação,17848,Orgânico,2026-12-31,N/A
OP-00881,2024-01-09,Lead 00881,Ana Silva,Legalização,Negociação,16086,LinkedIn,2026-12-31,N/A
